loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,Prepay Percent,Home Price
F101Q4550921,680.0,1/1/2007,0,1/1/2032,12060.0,0.0,1,O,0.76,,171000,0.73,0.069,C,1,FIX30,GA,SF,30000,C,301,2,Other sellers,"CITIMORTGAGE,INC",0.9393544881253101,234246.57534246575
F101Q4550922,645.0,4/1/2005,0,1/1/2032,33460.0,0.0,1,O,0.63,,78000,0.63,0.069,C,1,FIX30,MN,SF,55300,C,322,2,Other sellers,"CITIMORTGAGE,INC",0.949634437621279,123809.5238095238
F101Q4550923,674.0,2/1/2005,0,12/1/2031,16860.0,0.0,2,O,0.95,,102000,0.93,0.079,C,1,FIX30,TN,SF,37400,C,323,1,Other sellers,"CITIMORTGAGE,INC",0.07360419058897977,109677.4193548387
F101Q4550928,658.0,4/1/2006,0,1/1/2032,,0.0,1,O,0.85,,64000,0.82,0.0735,C,1,FIX30,NC,SF,27800,C,310,2,Other sellers,"CITIMORTGAGE,INC",0.9493139800805008,78048.78048780488
F101Q4550936,664.0,4/1/2006,0,1/1/2032,23844.0,0.0,1,O,0.91,,91000,0.87,0.08900000000000001,C,1,FIX30,IN,SF,46300,C,310,2,Other sellers,"CITIMORTGAGE,INC",0.05439345718386889,104597.7011494253
F101Q4550951,690.0,6/1/2005,0,11/1/2031,,0.0,1,O,0.95,,86000,0.92,0.0775,C,0,FIX30,NC,SF,28300,P,318,2,Other sellers,"CITIMORTGAGE,INC",0.9792833677647851,93478.26086956522
F101Q4550963,636.0,6/1/2005,0,11/1/2031,37964.0,0.0,1,O,0.79,,37000,0.79,0.0695,C,0,FIX30,PA,SF,19100,C,318,1,Other sellers,"CITIMORTGAGE,INC",0.08695555049400047,46835.443037974685
F102Q1386576,754.0,2/1/2005,0,2/1/2032,33340.0,0.0,1,O,0.78,43.0,142000,0.78,0.06,R,0,FIX30,WI,SF,53000,P,325,1,Other sellers,Other servicers,0.008131005334419144,182051.28205128203
F102Q1386655,751.0,1/1/2005,0,2/1/2032,17140.0,25.0,1,O,0.85,39.0,78000,0.85,0.05875,R,0,FIX30,OH,CO,45200,N,326,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.850321436147773,91764.70588235294
F102Q1386656,712.0,2/1/2005,0,4/1/2032,,0.0,1,O,0.75,30.0,75000,0.75,0.06,R,0,FIX30,IL,SF,62900,N,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.0015868166336318109,100000.0
F102Q1386657,686.0,1/1/2005,0,3/1/2032,,0.0,1,O,0.57,24.0,91000,0.57,0.05875,R,0,FIX30,KY,SF,42400,C,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8956511575586009,159649.12280701756
F102Q1386682,726.0,3/1/2005,0,2/1/2035,12060.0,25.0,1,O,0.9,37.0,68000,0.9,0.05625,T,0,FIX30,GA,SF,31800,P,360,1,Other sellers,"WELLSFARGOBANK,NA",0.017105514442844964,75555.55555555555
F102Q1386688,733.0,3/1/2005,0,2/1/2032,36740.0,0.0,1,O,0.45,39.0,154000,0.45,0.06125,R,0,FIX30,FL,PU,32700,N,324,2,Other sellers,Other servicers,0.7294673152436457,342222.2222222222
F102Q1386699,805.0,3/1/2005,0,4/1/2032,45780.0,0.0,1,O,0.5,15.0,51000,0.5,0.05875,R,0,FIX30,OH,SF,43500,N,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8894893572686882,102000.0
F102Q1386701,697.0,4/1/2005,0,3/1/2035,,0.0,1,O,0.75,52.0,198000,0.75,0.06125,T,0,FIX30,VA,SF,23300,N,360,2,Other sellers,Other servicers,0.9570634078054423,264000.0
F102Q1386702,650.0,5/1/2005,0,4/1/2035,33124.0,0.0,1,O,0.8,40.0,216000,0.8,0.0625,T,0,FIX30,FL,SF,33100,P,360,2,Other sellers,Other servicers,0.9085633265542702,270000.0
F102Q1386703,678.0,4/1/2005,0,3/1/2035,30780.0,12.0,1,O,0.85,34.0,90000,0.85,0.05875,T,0,FIX30,AR,SF,72100,C,360,2,Other sellers,Other servicers,0.9431031141149364,105882.35294117648
F102Q1386704,703.0,4/1/2005,0,3/1/2035,40140.0,0.0,1,O,0.77,50.0,359000,0.77,0.0525,T,0,FIX30,CA,SF,92500,P,360,2,Other sellers,Other servicers,0.8771353683755407,466233.7662337662
F102Q1386705,760.0,4/1/2005,0,3/1/2035,36084.0,0.0,1,O,0.31,49.0,260000,0.31,0.055,T,0,FIX30,CA,SF,94500,N,360,2,Other sellers,Other servicers,0.9136179312243933,838709.6774193548
F102Q1386706,782.0,7/1/2005,0,3/1/2032,12700.0,0.0,1,O,0.46,11.0,122000,0.46,0.061900000000000004,R,0,FIX30,MA,SF,2600,N,321,2,Other sellers,Other servicers,0.8851290152473984,265217.39130434784
F102Q1386708,720.0,5/1/2005,0,4/1/2035,46060.0,0.0,1,O,0.72,52.0,213000,0.72,0.06125,R,0,FIX30,AZ,SF,85700,N,360,2,NATLCITYMTGECO,NATLCITYMTGECO,0.9970496203093183,295833.3333333334
F102Q1386749,785.0,5/1/2005,0,4/1/2035,31084.0,0.0,1,O,0.63,43.0,340000,0.63,0.0525,T,0,FIX30,CA,SF,91300,C,360,2,Other sellers,"WELLSFARGOBANK,NA",0.9115321363194184,539682.5396825396
F102Q1386750,730.0,4/1/2005,0,3/1/2032,37460.0,0.0,1,O,0.78,23.0,109000,0.78,0.06,R,0,FIX30,FL,SF,32400,N,324,2,Other sellers,Other servicers,0.0005115247668616757,139743.58974358975
F102Q1386753,692.0,5/1/2005,0,4/1/2035,23844.0,0.0,1,O,0.8,36.0,140000,0.8,0.055,T,0,FIX30,IN,MH,46300,P,360,2,Other sellers,"WELLSFARGOBANK,NA",0.8691849232814373,175000.0
F102Q1386756,656.0,7/1/2005,0,6/1/2035,,0.0,1,O,0.65,42.0,120000,0.65,0.0625,T,0,FIX30,FL,SF,32000,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9757779421338638,184615.3846153846
F102Q1386757,778.0,7/1/2005,0,5/1/2032,11540.0,0.0,1,O,0.77,35.0,54000,0.77,0.06,T,0,FIX30,WI,SF,54900,C,323,1,Other sellers,Other servicers,0.8760127838232896,70129.87012987013
F102Q1386802,644.0,7/1/2005,0,6/1/2035,34940.0,0.0,1,O,0.56,29.0,300000,0.56,0.06125,R,0,FIX30,FL,SF,34100,P,360,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,-0.0028018267058200117,535714.2857142857
F102Q1386836,675.0,10/1/2005,0,9/1/2035,12100.0,25.0,1,O,0.9,42.0,153000,0.9,0.065,R,0,FIX30,NJ,SF,8300,N,360,1,Other sellers,Other servicers,0.9820744801016162,170000.0
F102Q1386845,795.0,8/1/2005,0,4/1/2032,17140.0,0.0,1,O,0.7,39.0,108000,0.7,0.06,R,0,FIX30,OH,CO,45000,C,321,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9356159466045062,154285.7142857143
F102Q1386846,647.0,5/1/2005,0,4/1/2032,49660.0,0.0,1,O,0.76,37.0,124000,0.76,0.0575,R,0,FIX30,OH,SF,44500,C,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8874322655659412,163157.8947368421
F102Q1386850,797.0,5/1/2005,0,4/1/2032,11340.0,0.0,1,O,0.53,31.0,100000,0.53,0.0625,R,0,FIX30,SC,PU,29600,P,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8874328888366257,188679.24528301886
F102Q1386888,690.0,2/1/2006,0,2/1/2032,33340.0,0.0,1,O,0.16,15.0,29000,0.16,0.065,R,0,FIX30,WI,CO,53000,P,313,1,Other sellers,Other servicers,-0.013015910909184115,181250.0
F102Q1386904,683.0,6/1/2005,0,3/1/2032,,0.0,1,O,0.84,18.0,77000,0.75,0.05875,R,0,FIX30,NY,SF,14700,C,322,2,Other sellers,Other servicers,0.8691894826714796,102666.66666666667
F102Q1386919,773.0,1/1/2006,0,4/1/2032,38300.0,0.0,1,O,0.43,28.0,143000,0.43,0.05625,R,0,FIX30,PA,SF,16000,P,316,2,Other sellers,Other servicers,0.9385956497086902,332558.1395348837
F102Q1386968,721.0,4/1/2005,0,2/1/2032,,0.0,1,O,0.5,13.0,68000,0.5,0.05875,R,0,FIX30,WI,SF,54500,P,323,2,USBANKNA,USBANKNA,0.0071112129794390294,136000.0
F102Q1386970,776.0,5/1/2006,0,4/1/2032,24860.0,0.0,1,O,0.46,23.0,74000,0.46,0.06625,R,0,FIX30,SC,SF,29600,N,312,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9531796582870308,160869.5652173913
F102Q1386971,741.0,4/1/2006,0,3/1/2032,48900.0,0.0,1,S,0.76,20.0,188000,0.76,0.0675,R,0,FIX30,NC,SF,28400,P,312,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.986454373039915,247368.42105263157
F102Q1386972,773.0,6/1/2006,0,2/1/2032,,0.0,1,O,0.75,21.0,141000,0.75,0.07,R,0,FIX30,NC,SF,28600,N,309,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9314987488872595,188000.0
F102Q1386973,779.0,5/1/2006,0,4/1/2032,34820.0,25.0,1,S,0.85,27.0,83000,0.85,0.06625,T,0,FIX30,SC,CO,29500,P,312,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9703806597775578,97647.05882352941
F102Q1386974,660.0,6/1/2006,0,4/1/2032,16740.0,30.0,1,O,0.89,39.0,105000,0.89,0.07,R,0,FIX30,NC,SF,28200,N,311,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9928358147860881,117977.52808988764
F102Q1386975,722.0,6/1/2006,0,4/1/2032,49180.0,30.0,1,O,0.9,47.0,146000,0.9,0.07,R,0,FIX30,NC,SF,27200,N,311,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9528537271054563,162222.22222222222
F102Q1387025,790.0,2/1/2007,0,2/1/2032,15764.0,0.0,1,O,0.3,32.0,85000,0.3,0.0642,R,0,FIX30,MA,SF,1700,N,301,1,Other sellers,Other servicers,0.9330849014504765,283333.3333333334
F102Q1387040,757.0,2/1/2005,0,2/1/2032,29620.0,0.0,1,O,0.8,40.0,208000,0.8,0.05875,R,0,FIX30,MI,SF,48900,C,325,2,Other sellers,Other servicers,0.02705671040449559,260000.0
F102Q1387062,717.0,2/1/2007,0,4/1/2032,20500.0,0.0,1,O,0.71,35.0,58000,0.71,0.065,R,0,FIX30,NC,SF,27300,C,303,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.04135594142300028,81690.14084507043
F102Q1387073,681.0,9/1/2005,0,4/1/2032,35084.0,0.0,1,O,0.67,42.0,240000,0.67,0.05625,R,0,FIX30,NJ,SF,7000,C,320,2,Other sellers,Other servicers,0.9623219012611158,358208.9552238806
F102Q1387138,809.0,3/1/2006,0,2/1/2032,29620.0,0.0,1,O,0.57,30.0,80000,0.57,0.06375,R,0,FIX30,MI,SF,48900,C,312,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9546483706780047,140350.87719298247
F102Q1387139,682.0,3/1/2006,0,2/1/2032,21780.0,0.0,1,O,0.83,37.0,43000,0.67,0.06375,T,0,FIX30,IN,SF,47700,N,312,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9526232225734164,64179.10447761194
F102Q1387140,713.0,3/1/2007,0,3/1/2032,21780.0,0.0,1,O,0.76,28.0,145000,0.76,0.06375,R,0,FIX30,IN,SF,47700,P,301,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9674231584529343,190789.47368421053
F102Q1387345,770.0,12/1/2006,1,3/1/2032,42044.0,0.0,1,O,0.8,33.0,163000,0.71,0.06860000000000001,B,1,FIX30,CA,CO,92600,P,304,1,Other sellers,Other servicers,0.9925801591577285,229577.4647887324
F102Q1387380,834.0,9/1/2005,0,4/1/2032,35644.0,0.0,1,O,0.23,26.0,244000,0.23,0.0525,R,0,FIX30,NY,SF,10800,P,320,2,HSBCMTGECORPUSA,HSBCMTGECORPUSA,0.9965387795207646,1060869.5652173914
F102Q1387397,767.0,10/1/2005,0,3/1/2032,,0.0,1,O,0.78,13.0,80000,0.78,0.05875,R,0,FIX30,IN,SF,47900,P,318,1,Other sellers,Other servicers,0.9475320315217849,102564.10256410256
F102Q1387434,584.0,3/1/2007,0,3/1/2032,,0.0,1,O,0.9,,65000,0.86,0.0785,C,1,FIX30,KY,SF,42100,N,301,2,Other sellers,"CITIMORTGAGE,INC",0.09747014552952696,75581.3953488372
F102Q1387437,620.0,3/1/2006,0,2/1/2032,15804.0,0.0,1,O,0.63,,144000,0.63,0.076,C,1,FIX30,NJ,SF,8000,C,312,1,Other sellers,"CITIMORTGAGE,INC",0.06377226831067084,228571.42857142858
F102Q1387449,784.0,5/1/2005,0,1/1/2032,,0.0,2,O,1.0,,60000,0.98,0.078,C,1,FIX30,LA,SF,70500,N,321,1,Other sellers,"CITIMORTGAGE,INC",0.08276806701061351,61224.489795918365
F102Q1387462,698.0,5/1/2005,0,2/1/2032,26900.0,0.0,1,O,0.69,,61000,0.69,0.0665,C,1,FIX30,IN,SF,46100,C,322,2,Other sellers,"CITIMORTGAGE,INC",0.07402007354161377,88405.79710144928
F102Q1387473,759.0,2/1/2005,0,2/1/2032,17300.0,0.0,1,O,0.89,,84000,0.86,0.0695,C,1,FIX30,KY,SF,42200,N,325,2,Other sellers,"CITIMORTGAGE,INC",0.08150197147860111,97674.41860465116
F102Q1387510,664.0,11/1/2005,0,1/1/2032,,0.0,1,O,0.95,50.0,82000,0.92,0.0795,C,1,FIX30,KY,SF,42000,C,315,1,Other sellers,"CITIMORTGAGE,INC",0.05783848311541991,89130.43478260869
F102Q1387526,732.0,1/1/2005,0,4/1/2032,36140.0,0.0,2,O,0.52,,194000,0.52,0.0635,C,1,FIX30,NJ,SF,8200,N,328,2,Other sellers,"CITIMORTGAGE,INC",0.08691684339569077,373076.92307692306
F102Q1387530,641.0,10/1/2005,0,4/1/2032,12420.0,0.0,1,O,0.74,,103000,0.74,0.064,C,1,FIX30,TX,SF,78600,C,319,2,Other sellers,"CITIMORTGAGE,INC",0.09053778384270561,139189.1891891892
F102Q1387567,700.0,11/1/2005,0,2/1/2032,16620.0,0.0,1,O,0.9,27.0,54000,0.88,0.07150000000000001,R,0,FIX30,WV,SF,25300,P,316,2,Other sellers,"CITIMORTGAGE,INC",0.3519015431645014,61363.63636363636
F102Q1387594,637.0,3/1/2005,0,3/1/2032,,0.0,1,O,0.67,19.0,65000,0.67,0.066,C,0,FIX30,NY,SF,14700,C,325,1,Other sellers,"CITIMORTGAGE,INC",0.09215800768654905,97014.92537313432
F102Q2339772,789.0,1/1/2005,0,7/1/2032,33340.0,0.0,1,O,0.56,61.0,144000,0.56,0.05875,R,0,FIX30,WI,SF,53000,P,331,2,Other sellers,Other servicers,0.8989505881190737,257142.85714285713
F102Q2339773,810.0,1/1/2005,0,9/1/2032,,30.0,1,O,0.87,32.0,171000,0.87,0.06,R,0,FIX30,NY,SF,13200,N,333,1,Other sellers,Other servicers,0.9154014163964529,196551.72413793104
F102Q2339779,711.0,1/1/2005,0,12/1/2034,42644.0,0.0,1,O,0.39,44.0,210000,0.39,0.057800000000000004,R,0,FIX30,WA,SF,98000,P,360,2,Other sellers,Other servicers,0.9376436944710844,538461.5384615385
F102Q2339826,695.0,1/1/2005,0,7/1/2032,,0.0,1,O,0.6,27.0,66000,0.6,0.05875,T,0,FIX30,WI,SF,54400,P,331,1,Other sellers,Other servicers,0.9799194487704075,110000.0
F102Q2339883,667.0,2/1/2005,0,6/1/2032,48424.0,0.0,1,O,0.44,22.0,97000,0.44,0.05875,R,0,FIX30,FL,CO,33400,C,329,2,Other sellers,Other servicers,0.9139829442414054,220454.54545454544
F102Q2339898,767.0,2/1/2005,1,6/1/2032,,30.0,1,O,0.93,26.0,158000,0.93,0.0575,R,0,FIX30,WI,SF,53900,P,329,2,Other sellers,Other servicers,0.9696011097857361,169892.47311827957
F102Q2339903,777.0,1/1/2005,0,7/1/2032,47644.0,0.0,1,O,0.78,31.0,243000,0.78,0.05875,R,0,FIX30,MI,SF,48000,C,331,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9975415238142057,311538.4615384615
F102Q2339904,742.0,1/1/2005,1,5/1/2032,30460.0,12.0,1,O,0.83,24.0,113000,0.83,0.05875,T,0,FIX30,KY,SF,40500,P,329,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9859711778616734,136144.578313253
F102Q2339906,760.0,2/1/2005,0,7/1/2032,34940.0,0.0,1,S,0.52,1.0,97000,0.52,0.05875,R,0,FIX30,FL,PU,34100,P,330,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.001147240897428595,186538.46153846153
F102Q2339907,775.0,1/1/2005,0,7/1/2032,17140.0,12.0,1,O,0.81,44.0,85000,0.81,0.05875,R,0,FIX30,OH,SF,45000,N,331,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8925997516413183,104938.27160493826
F102Q2339913,759.0,5/1/2005,0,10/1/2034,,0.0,1,O,0.54,34.0,46000,0.54,0.06125,R,0,FIX30,MI,SF,48800,P,354,1,Other sellers,Other servicers,0.9767833429264292,85185.18518518518
F102Q2339923,737.0,3/1/2005,0,2/1/2035,45300.0,0.0,1,I,0.6,22.0,120000,0.6,0.06125,T,0,FIX30,FL,PU,33600,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.9970683145590433,200000.0
F102Q2339978,650.0,7/1/2005,1,6/1/2032,17900.0,35.0,1,O,0.91,49.0,108000,0.91,0.06125,R,0,FIX30,SC,SF,29200,P,324,1,Other sellers,Other servicers,0.9618927859661868,118681.31868131868
F102Q2339979,708.0,7/1/2005,0,11/1/2032,,0.0,1,O,0.76,46.0,115000,0.76,0.058550000000000005,R,0,FIX30,PA,SF,15500,N,329,2,Other sellers,Other servicers,-0.0060235263711587725,151315.7894736842
F102Q2340013,778.0,5/1/2005,0,5/1/2032,39580.0,0.0,1,I,0.61,17.0,116000,0.61,0.0625,R,0,FIX30,NC,PU,27600,N,325,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9342762273984604,190163.9344262295
F102Q2340014,759.0,6/1/2005,0,6/1/2032,24860.0,25.0,1,O,0.88,35.0,186000,0.88,0.06375,R,0,FIX30,SC,PU,29600,P,325,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9356647935232505,211363.63636363635
F102Q2340018,756.0,6/1/2005,0,5/1/2035,14540.0,0.0,1,O,0.63,51.0,200000,0.63,0.05875,T,0,FIX30,KY,SF,42100,C,360,2,Other sellers,"WELLSFARGOBANK,NA",0.9093859960391898,317460.31746031746
F102Q2340056,715.0,7/1/2005,0,6/1/2035,35840.0,0.0,1,O,0.47,48.0,195000,0.47,0.0625,R,0,FIX30,FL,SF,34200,P,360,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,-0.003689724814127368,414893.6170212766
F102Q2340073,676.0,7/1/2005,0,6/1/2035,29820.0,0.0,1,O,0.4,34.0,165000,0.4,0.0525,T,0,FIX30,NV,SF,89100,N,360,2,Other sellers,"WELLSFARGOBANK,NA",0.8727078807429703,412500.0
F102Q2340081,793.0,7/1/2005,0,6/1/2032,49180.0,0.0,1,O,0.57,34.0,76000,0.57,0.0625,R,0,FIX30,NC,SF,27000,P,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8876488994582185,133333.33333333334
F102Q2340082,746.0,9/1/2005,0,6/1/2032,11020.0,25.0,1,O,0.85,46.0,105000,0.85,0.05995,R,0,FIX30,PA,SF,16600,P,322,2,Other sellers,Other servicers,0.9036787111055866,123529.41176470589
F102Q2340083,674.0,8/1/2005,0,6/1/2032,24860.0,0.0,1,S,0.7,33.0,94000,0.7,0.05875,R,0,FIX30,SC,PU,29600,P,323,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9621410811498016,134285.7142857143
F102Q2340086,759.0,8/1/2005,1,6/1/2032,33340.0,25.0,1,O,0.87,21.0,78000,0.87,0.06,T,0,FIX30,WI,SF,53200,P,323,1,Other sellers,Other servicers,0.0036981449399786435,89655.1724137931
F102Q2340087,780.0,8/1/2005,0,5/1/2032,26900.0,0.0,1,O,0.67,25.0,104000,0.67,0.05875,R,0,FIX30,IN,SF,46100,P,322,2,Other sellers,Other servicers,0.9192300822227314,155223.8805970149
F102Q2340088,744.0,8/1/2005,0,6/1/2032,34820.0,0.0,1,S,0.77,18.0,87000,0.77,0.05875,R,0,FIX30,SC,PU,29500,P,323,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.970289318829378,112987.01298701299
F102Q2340089,723.0,8/1/2005,0,5/1/2032,,0.0,1,O,0.76,49.0,99000,0.76,0.05875,R,0,FIX30,NC,SF,28300,P,322,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8815922681204497,130263.15789473684
F102Q2340092,706.0,9/1/2005,0,8/1/2035,22744.0,0.0,1,O,0.75,33.0,300000,0.75,0.0575,R,0,FIX30,FL,SF,33300,P,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.9502113045311025,400000.0
F102Q2340095,753.0,9/1/2005,0,8/1/2035,40140.0,25.0,1,O,0.9,,301000,0.9,0.055,R,0,FIX30,CA,PU,92500,P,360,1,NATLCITYMTGECO,Other servicers,0.0046362752289200405,334444.44444444444
F102Q2340097,694.0,7/1/2005,0,6/1/2032,22420.0,0.0,1,O,0.43,45.0,65000,0.43,0.06,R,0,FIX30,MI,SF,48400,C,324,1,Other sellers,Other servicers,0.8676762885986503,151162.7906976744
F102Q2340099,707.0,5/1/2005,0,6/1/2032,17460.0,25.0,1,O,0.87,27.0,280000,0.87,0.0575,R,0,FIX30,OH,SF,44000,N,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9056241718441728,321839.0804597701
F102Q2340100,769.0,9/1/2005,0,7/1/2032,34980.0,0.0,1,O,0.64,41.0,139000,0.64,0.0575,R,0,FIX30,TN,CO,37200,N,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9879697350561636,217187.5
F102Q2340101,657.0,8/1/2005,0,6/1/2032,45780.0,0.0,1,O,0.71,,140000,0.71,0.05875,R,0,FIX30,OH,SF,43500,N,323,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9167724326392155,197183.0985915493
F102Q2340102,772.0,5/1/2005,0,5/1/2032,16974.0,0.0,1,O,0.64,16.0,173000,0.64,0.0575,R,0,FIX30,IL,SF,60100,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9784464491284508,270312.5
F102Q2340103,763.0,5/1/2005,1,6/1/2032,45780.0,30.0,1,O,0.91,44.0,90000,0.91,0.0575,R,0,FIX30,OH,SF,43500,P,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.934190640760241,98901.0989010989
F102Q2340104,695.0,5/1/2005,0,5/1/2032,26900.0,0.0,1,O,0.74,19.0,70000,0.74,0.05875,R,0,FIX30,IN,SF,47400,N,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9712752009788697,94594.5945945946
F102Q2340105,639.0,5/1/2005,0,6/1/2032,21780.0,0.0,1,O,0.78,34.0,73000,0.78,0.05875,R,0,FIX30,KY,SF,42400,N,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8657345653778594,93589.7435897436
F102Q2340106,654.0,9/1/2005,0,6/1/2032,17460.0,0.0,1,O,0.53,63.0,182000,0.53,0.06,R,0,FIX30,OH,CO,44000,P,322,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8538663191983437,343396.22641509434
F102Q2340107,673.0,6/1/2005,0,5/1/2032,26900.0,25.0,1,O,0.87,38.0,174000,0.87,0.06375,R,0,FIX30,IN,SF,46100,N,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.880937533393166,200000.0
F102Q2340108,701.0,8/1/2005,0,7/1/2032,17460.0,25.0,1,S,0.75,30.0,78000,0.75,0.06,R,0,FIX30,OH,SF,44100,P,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8821030773721924,104000.0
F102Q2340109,775.0,7/1/2005,0,7/1/2032,,0.0,1,O,0.8954916,30.0,102000,0.77,0.06,R,0,FIX30,MI,SF,48800,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9048850138359726,132467.53246753247
F102Q2340110,750.0,11/1/2005,1,7/1/2032,18140.0,0.0,1,O,0.77,18.0,44000,0.77,0.06125,R,0,FIX30,OH,CO,43200,P,321,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.15480150416911123,57142.857142857145
F102Q2340116,768.0,10/1/2005,0,7/1/2032,16740.0,0.0,1,O,0.7,26.0,87000,0.7,0.06375,T,0,FIX30,SC,SF,29700,P,322,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9437127411211249,124285.71428571429
F102Q2340123,629.0,4/1/2005,0,3/1/2035,,,1,O,0.66,24.0,63000,0.66,0.065,R,0,FIX30,PR,SF,600,N,360,2,Other sellers,Other servicers,0.9971591107988786,95454.54545454546
F102Q2340144,770.0,1/1/2006,0,6/1/2032,30620.0,0.0,1,O,0.35,25.0,76000,0.35,0.065,R,0,FIX30,OH,SF,45800,P,318,2,Other sellers,Other servicers,0.9414863403641132,217142.85714285716
F102Q2340150,651.0,12/1/2005,0,11/1/2035,,25.0,1,O,0.9,47.0,172000,0.9,0.06625,T,0,FIX30,SC,SF,29600,N,360,1,NATLCITYMTGECO,Other servicers,0.9104001439305148,191111.1111111111
F102Q2340159,809.0,1/1/2006,0,5/1/2032,,0.0,1,O,0.55,21.0,52000,0.55,0.0675,R,0,FIX30,NC,SF,28500,C,317,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.020064537448831524,94545.45454545454
F102Q2340161,744.0,3/1/2006,0,2/1/2036,45104.0,0.0,1,O,0.38,49.0,190000,0.38,0.06269999999999999,R,0,FIX30,WA,MH,98300,P,360,1,Other sellers,Other servicers,-0.001430344155815924,500000.0
F102Q2340259,712.0,3/1/2006,0,7/1/2032,19380.0,30.0,1,O,0.91,29.0,172000,0.91,0.065,R,0,FIX30,OH,SF,45300,P,317,1,USBANKNA,USBANKNA,-0.00017568465771248507,189010.989010989
F102Q2340262,703.0,5/1/2006,0,5/1/2032,15380.0,25.0,1,O,0.78,35.0,147000,0.78,0.06875,R,0,FIX30,NY,SF,14000,N,313,1,Other sellers,Other servicers,0.9506617706962047,188461.53846153847
F102Q2340266,791.0,7/1/2006,0,6/1/2032,11020.0,0.0,1,O,0.73,57.0,155000,0.73,0.06855,R,0,FIX30,PA,SF,16600,P,312,2,Other sellers,Other servicers,0.925648262656944,212328.7671232877
F102Q2340269,725.0,6/1/2006,0,5/1/2036,12940.0,0.0,1,O,0.6,42.0,82000,0.6,0.06375,T,0,FIX30,LA,SF,70800,P,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.9385536717105023,136666.6666666667
F102Q2340270,740.0,7/1/2006,0,10/1/2032,,0.0,1,O,0.7,23.0,80000,0.7,0.07125,R,0,FIX30,NY,SF,13600,N,316,2,Other sellers,Other servicers,0.9736443473219073,114285.71428571429
